iter	Logloss
309	0.03927374211
310	0.03915498468
311	0.0388661285
312	0.03874604073
313	0.03858606471
314	0.03839352316
315	0.03815986679
316	0.03795146115
317	0.03763244419
318	0.03743311897
319	0.0373503294
320	0.0372124165
321	0.03696983853
322	0.03677329086
323	0.03662983594
324	0.03653105719
325	0.03622502556
326	0.03610879426
327	0.03598994876
328	0.03560838053
329	0.03537872124
330	0.0352957138
331	0.03515221877
332	0.03492981485
333	0.03482616118
334	0.03470387114
335	0.0345579038
336	0.03444395905
337	0.0342759152
338	0.03420255656
339	0.03407558796
340	0.03389761106
341	0.03375122788
342	0.03365394757
343	0.03355521631
344	0.03346528664
345	0.03337268693
346	0.03322118691
347	0.03315923861
348	0.03301780654
349	0.03290808024
350	0.0328165391
351	0.03268569375
352	0.03255515142
353	0.03233095212
354	0.03225200075
355	0.03210092552
356	0.03205671845
357	0.03195382831
358	0.03182722565
359	0.03173246377
360	0.03160451073
361	0.0314445385
362	0.03132730331
363	0.03119148118
364	0.03110143291
365	0.03101274319
366	0.030944606
367	0.03085777697
368	0.03075020881
369	0.03066874856
370	0.03050467198
371	0.03046153372
372	0.03040340628
373	0.03030222766
374	0.0301372488
375	0.03004108412
376	0.02993862318
377	0.02986252603
378	0.0297042234
379	0.02958502338
380	0.02949141299
381	0.02941360025
382	0.0292597908
383	0.02917132079
384	0.02910817108
385	0.02902212922
386	0.02896212874
387	0.02883890575
388	0.02872382302
389	0.02854294736
390	0.02842943352
391	0.02833543568
392	0.02814969654
393	0.02809089525
394	0.0280004329
395	0.02787429523
396	0.02784919738
397	0.0277759127
398	0.02767494091
399	0.02765333882
400	0.0275655449
401	0.02748322639
402	0.02744102938
403	0.02737525584
404	0.02731549539
405	0.02707438426
406	0.02697511396
407	0.02683773781
408	0.02672221376
409	0.02663043355
410	0.02659308226
411	0.02654861683
412	0.02652114463
413	0.02644776723
414	0.02633833761
415	0.02629475971
416	0.02619456865
417	0.02607072215
418	0.02602654679
419	0.02597861602
420	0.02588734716
421	0.02584405426
422	0.02580655365
423	0.02566161883
424	0.02557454703
425	0.02548950691
426	0.02538807261
427	0.02534816244
428	0.02524577341
429	0.02519625045
430	0.02509050871
431	0.02503364933
432	0.02496060573
433	0.02492768716
434	0.02490503449
435	0.02484292593
436	0.02480828684
437	0.02474220278
438	0.0247219344
439	0.0246614725
440	0.02460729654
441	0.02456889438
442	0.02454079235
443	0.02446743277
444	0.02433397167
445	0.02427922738
446	0.02422874426
447	0.02413739232
448	0.02406432399
449	0.02401872234
450	0.02394579423
451	0.02389642371
452	0.02385889152
453	0.02378447558
454	0.02374640806
455	0.0236818573
456	0.02360968445
457	0.02353360904
458	0.023502187
459	0.02345784469
460	0.0233979992
461	0.02335499668
462	0.02327066882
463	0.02321367052
464	0.02317700156
465	0.02312613056
466	0.02309111167
467	0.02303203759
468	0.0229240685
469	0.02283183407
470	0.02276129352
471	0.02265187963
472	0.02260985923
473	0.02257781626
474	0.02254688915
475	0.02250586193
476	0.02242722172
477	0.02238041213
478	0.02233859687
479	0.02226366682
480	0.02220631551
481	0.02213066549
482	0.02209082664
483	0.0220430248
484	0.02199419872
485	0.02192435532
486	0.02186482819
487	0.02179773936
488	0.0217686793
489	0.02170945621
490	0.02162794619
491	0.02157694056
492	0.02152712692
493	0.02143467318
494	0.02139552231
495	0.0213586619
496	0.02131930448
497	0.02124239577
498	0.0211678745
499	0.02110444323
500	0.02106136844
501	0.02099768588
502	0.02094223203
503	0.02090702881
504	0.02087045393
505	0.02083086759
506	0.02080146664
507	0.02077678093
508	0.0207294753
509	0.02069366818
510	0.02065405352
511	0.02057259731
512	0.02053457026
513	0.02048111907
514	0.0204559816
515	0.02039318584
516	0.02034940984
517	0.02031372792
518	0.02027279939
519	0.02022258334
520	0.0201760155
521	0.0201516141
522	0.02011524786
523	0.02008510997
524	0.02005618574
525	0.02002789198
526	0.020000185
527	0.01994105229
528	0.01991523337
529	0.01989037024
530	0.01985908449
531	0.01982189337
532	0.01980207985
533	0.01974697661
534	0.01970785746
535	0.01967572177
536	0.01964148875
537	0.01961459901
538	0.01956500041
539	0.01953803533
540	0.01951893576
541	0.01947581055
542	0.01944704769
543	0.01942726783
544	0.01942715373
545	0.01940250119
546	0.01937720471
547	0.01934414756
548	0.01931907878
549	0.01929222164
550	0.01925338187
551	0.01920958881
552	0.01916864571
553	0.01913914724
554	0.01911208499
555	0.01909013759
556	0.01906037359
557	0.01903173222
558	0.01900486632
559	0.01896858214
560	0.01894785627
561	0.01891672988
562	0.01887647913
563	0.01884382173
564	0.01881851401
565	0.01880122314
566	0.01877533543
567	0.01874672638
568	0.01870301216
569	0.01867681138
570	0.01866254795
571	0.01863684562
572	0.01859803344
573	0.01856127556
574	0.01853389181
575	0.01851730129
576	0.01848256237
577	0.01845685324
578	0.0184404486
579	0.01841984942
580	0.01838216691
581	0.01834733807
582	0.01827090669
583	0.01827080329
584	0.01824442825
585	0.01819999308
586	0.01816808469
587	0.01812850219
588	0.01809879065
589	0.01807280366
590	0.01802647859
591	0.01800189996
592	0.01796885039
593	0.01796876834
594	0.01795468871
595	0.01795462323
596	0.01790458709
597	0.01788517413
598	0.01782680213
599	0.01780136815
600	0.01778570159
601	0.0177517767
602	0.01772649679
603	0.01770032917
604	0.01767701973
605	0.01767699228
606	0.01767696904
607	0.01765374224
608	0.01762337812
609	0.01759568728
610	0.01757414905
611	0.01755276891
612	0.01752771805
613	0.01751004278
614	0.01749244754
615	0.01745908269
616	0.01744220027
617	0.01741413727
618	0.01741406757
619	0.01741409292
620	0.01741394098
621	0.0173952575
622	0.0173952575
623	0.01739519308
624	0.01739519313
625	0.01739519634
626	0.01737239352
627	0.01734312062
628	0.01732266101
629	0.01730993886
630	0.01727157956
631	0.01727153419
632	0.01727151303
633	0.0172377531
634	0.01721810272
635	0.01721781649
636	0.01720924968
637	0.01719236664
638	0.01715118397
639	0.01715118828
640	0.01713318333
641	0.01712311358
642	0.01712308819
643	0.01710445528
644	0.0170644116
645	0.01705211587
646	0.0170364254
647	0.01701755778
648	0.01699696592
649	0.01698916099
650	0.01698898444
651	0.01698893476
652	0.01698889559
653	0.01698889986
654	0.01697507271
655	0.01696290992
656	0.01694856769
657	0.0169260759
658	0.0169069352
659	0.01688613474
660	0.01685183363
661	0.01682682569
662	0.0168267941
663	0.01682670755
664	0.01681502985
665	0.01678000238
666	0.01675826829
667	0.01675020579
668	0.01673585554
669	0.01671854356
670	0.01670158695
671	0.01666607468
672	0.01666602403
673	0.01665731355
674	0.01663795733
675	0.01662392414
676	0.01658453772
677	0.01657139614
678	0.01657137185
679	0.01657135073
680	0.01657135073
681	0.01657134646
682	0.01657082151
683	0.01657084157
684	0.01657077398
685	0.01657074753
686	0.01655405728
687	0.01653274167
688	0.01653276173
689	0.01653267615
690	0.01653267615
691	0.01653266875
692	0.01653251255
693	0.01650867194
694	0.01650858323
695	0.01650849769
696	0.01650850719
697	0.01650850297
698	0.01650845861
699	0.01650848079
700	0.01650816989
701	0.01647828696
702	0.01647825211
703	0.01647824577
704	0.01646130215
705	0.01644511493
706	0.01644515611
707	0.01643613342
708	0.01642526825
709	0.01639424768
710	0.0163813119
711	0.01636590051
712	0.0163465636
713	0.01633311781
714	0.0163331157
715	0.0163330533
716	0.01632096255
717	0.01627270716
718	0.01627265233
719	0.01626980083
720	0.01625820826
721	0.01622824649
722	0.01620228838
723	0.0161803592
724	0.01618034965
725	0.01617270362
726	0.01614997312
727	0.01613296557
728	0.01613282929
729	0.01613284091
730	0.01613284091
731	0.01613273044
732	0.0161199628
733	0.0161199628
734	0.01611997442
735	0.01609543165
736	0.01607111636
737	0.01607106612
738	0.01607099008
739	0.01607103228
740	0.01604955987
741	0.0160305434
742	0.01597633565
743	0.01597633565
744	0.01597631136
745	0.01596761828
746	0.01594909141
747	0.01594910399
748	0.01594907865
749	0.01594903535
750	0.01594895821
751	0.01593126288
752	0.01593124911
753	0.0159312565
754	0.01593120581
755	0.01593119736
756	0.01593120264
757	0.01593111508
758	0.01593107284
759	0.01593106861
760	0.01593098096
761	0.01593101572
762	0.01593087554
763	0.01593087554
764	0.01593087342
765	0.01593087021
766	0.01593077516
767	0.01592361502
768	0.01591306511
769	0.01589276545
770	0.01587881517
771	0.01587875181
772	0.01587871168
773	0.01587866512
774	0.01587863555
775	0.01587865782
776	0.01587856268
777	0.01587854895
778	0.01587847714
779	0.01587847925
780	0.01587847291
781	0.01587836731
782	0.01587828388
783	0.01587818668
784	0.01587818883
785	0.01585296045
786	0.015842552
787	0.01584252243
788	0.01584251921
789	0.01584248964
790	0.0158424654
791	0.01584232168
792	0.01584220024
793	0.01584220868
794	0.01584210937
795	0.0158420809
796	0.01584205129
797	0.01582605343
798	0.01581842605
799	0.01580052402
800	0.01580041529
801	0.01578652362
802	0.01577021495
803	0.01577015994
804	0.01576998156
805	0.01576994565
806	0.01576993193
807	0.01576991714
808	0.01575163179
809	0.01573060715
810	0.01573057336
811	0.01573059448
812	0.01573046027
813	0.01573045076
814	0.01573045076
815	0.01573025287
816	0.01573025182
817	0.01573023175
818	0.01573024442
819	0.01573020957
820	0.0157302233
821	0.01573020315
822	0.01572194154
823	0.01571542532
824	0.0157154485
825	0.0157154654
826	0.01571542109
827	0.01571539988
828	0.01571539143
829	0.01571537554
830	0.01571535658
831	0.01571533013
832	0.01571527899
833	0.01571533602
834	0.01571519601
835	0.01569277309
836	0.01569270339
837	0.0156926611
838	0.01569264425
839	0.01569264425
840	0.01569267593
841	0.01569259774
842	0.01567514707
843	0.01567514707
844	0.01567510909
845	0.01567506157
846	0.01567497612
847	0.01567497612
848	0.01567499724
849	0.01567493705
850	0.01567491381
851	0.01567489577
852	0.01567484517
853	0.01567480495
854	0.01567476482
855	0.01567474158
856	0.01567470885
857	0.01565867837
858	0.0156345659
859	0.01563451517
860	0.0156345046
861	0.01563446447
862	0.01563447081
863	0.01563443279
864	0.01563444969
865	0.01563441167
866	0.01561687075
867	0.01561687079
868	0.01561014133
869	0.01558919767
870	0.01558919767
871	0.01558919556
872	0.01558914487
873	0.01558912485
874	0.01558914914
875	0.01558914914
876	0.01558906249
877	0.01558906249
878	0.01558900969
879	0.0155889326
880	0.0155889326
881	0.0155888893
882	0.0155889062
883	0.01558885128
884	0.0155888724
885	0.01557312442
886	0.01557309063
887	0.01557311808
888	0.01557311808
889	0.0155730891
890	0.01557305637
891	0.01557305003
892	0.01557302886
893	0.01557301201
894	0.01557301518
895	0.01557300145
896	0.01557297294
897	0.01557297822
898	0.01557295287
899	0.0155729233
900	0.01557292597
901	0.01557287045
902	0.0155728705
903	0.01557286526
904	0.01557283992
905	0.01557283992
906	0.01557265635
907	0.01557265635
908	0.01557269542
909	0.01557267536
910	0.01557264257
911	0.01557263628
912	0.01557261516
913	0.01557234725
914	0.01557232507
915	0.01557232613
916	0.01557228389
917	0.01557228389
918	0.01557229656
919	0.01557223632
920	0.01557219192
921	0.01557218563
922	0.01557220151
923	0.01557220151
924	0.01557214765
925	0.01557212175
926	0.01557211115
927	0.01557208535
928	0.01557209274
929	0.01557209274
930	0.01557208052
931	0.01557203832
932	0.01556804123
933	0.01556801065
934	0.01556801276
935	0.01556799063
936	0.01556798429
937	0.01556797272
938	0.01556797272
939	0.01556796322
940	0.01556790757
941	0.01556786004
942	0.0155594223
943	0.01555933478
944	0.01555933478
945	0.01555935379
946	0.01555929277
947	0.01555929709
948	0.01553598665
949	0.01553598665
950	0.01553595919
951	0.01553589857
952	0.01553585431
953	0.01553585431
954	0.01553584797
955	0.01553582047
956	0.01553582897
957	0.01553579728
958	0.01553580573
959	0.01553578989
960	0.0155357847
961	0.01553577203
962	0.0155356751
963	0.0155356751
964	0.01553561288
965	0.01553554846
966	0.01553554952
967	0.01553552467
968	0.015535435
969	0.01553546351
970	0.01553545089
971	0.01553533376
972	0.01553527778
973	0.01553531369
974	0.01553523894
975	0.01553517888
976	0.01553519513
977	0.01553519513
978	0.01553514444
979	0.01553512125
980	0.01553510862
981	0.01553508759
982	0.01553504218
983	0.01553498621
984	0.01553503479
985	0.01553497988
986	0.01553496932
987	0.01553501367
988	0.01553495251
989	0.01553488938
990	0.01553486091
991	0.01553481343
992	0.01553482022
993	0.0155347907
994	0.01553469042
995	0.01553468514
996	0.01553464817
997	0.01553459969
998	0.0155346113
999	0.01553450675
